eval_id,provenance,llm_available,fallback_triggered
613,rule,1,0
614,rule,1,0
615,rule,1,0
616,hybrid,1,0
617,hybrid,1,0
618,rule,1,1
619,rule,1,0
620,rule,1,0
621,rule,1,0
622,rule,1,0
623,rule,1,0
624,rule,1,0
625,rule,1,1
626,rule,1,1
627,rule,1,0
628,rule,1,0
629,rule,1,0
630,llm,1,0
631,rule,1,0
632,rule,1,0
633,llm,1,0
634,rule,1,0
635,rule,1,1
636,llm,1,0
637,llm,1,0
638,rule,1,1
639,llm,1,0
640,rule,1,0
641,llm,1,0
642,llm,1,0
643,rule,1,0
644,rule,1,0
645,rule,1,0
646,rule,1,0
647,rule,1,0
648,rule,1,0
649,rule,1,0
650,rule,1,0
651,hybrid,1,0
652,rule,1,0
653,rule,1,0
654,rule,1,0
655,llm,1,0
656,llm,1,0
657,rule,1,1
658,llm,1,0
659,rule,1,1
660,rule,1,0
661,rule,1,0
662,llm,1,0
663,rule,1,0
664,rule,1,0
665,rule,1,0
666,rule,1,0
667,rule,1,0
668,rule,1,1
669,rule,1,0
670,hybrid,1,0
671,rule,1,0
672,llm,1,0
673,hybrid,1,0
674,rule,1,0
675,llm,1,0
676,rule,1,0
677,hybrid,1,0
678,llm,1,0
679,rule,1,1
680,rule,1,1
681,rule,1,0
682,hybrid,1,0
683,rule,1,0
684,llm,1,0
685,rule,1,0
686,rule,1,0
687,rule,1,0
688,rule,1,0
689,rule,1,1
690,rule,1,0
691,hybrid,1,0
692,rule,1,0
693,rule,1,0
694,llm,1,0
695,rule,1,1
696,rule,1,0
697,llm,1,0
698,rule,1,0
699,llm,1,0
700,rule,1,0
701,rule,1,0
702,rule,1,0
703,rule,1,0
704,rule,1,0
705,llm,1,0
706,rule,1,1
707,llm,1,0
708,rule,1,0
709,rule,1,0
710,rule,1,0
711,rule,1,0
712,hybrid,1,0
713,rule,1,0
714,rule,1,0
715,llm,1,0
716,llm,1,0
717,rule,1,0
718,llm,1,0
719,rule,1,0
720,llm,1,0
721,rule,1,0
722,rule,1,0
723,llm,1,0
724,rule,1,0
725,rule,1,0
726,rule,1,0
727,rule,1,0
728,rule,1,0
729,rule,1,0
730,llm,1,0
731,rule,1,0
732,rule,1,0
733,rule,1,0
734,rule,1,0
735,rule,1,1
736,rule,1,0
737,rule,1,0
738,hybrid,1,0
739,llm,1,0
740,rule,1,0
741,rule,1,0
742,llm,1,0
743,llm,1,0
744,rule,1,0
745,llm,1,0
746,rule,1,0
747,rule,1,0
748,rule,1,0
749,rule,1,0
750,rule,1,0
751,rule,1,0
752,rule,1,0
753,rule,1,0
754,hybrid,1,0
755,rule,1,0
756,rule,1,0
757,rule,1,1
758,rule,1,0
759,rule,1,0
760,llm,1,0
761,rule,1,0
762,rule,1,0
763,hybrid,1,0
764,rule,1,0
765,rule,1,0
766,rule,1,0
767,rule,1,0
768,rule,1,0
769,rule,1,0
770,rule,1,0
771,rule,1,0
772,llm,1,0
773,rule,1,0
774,rule,1,1
775,rule,1,0
776,rule,1,0
777,rule,1,1
778,rule,1,0
779,rule,1,0
780,rule,1,0
781,rule,1,0
782,rule,1,0
783,rule,1,0
784,rule,1,0
785,llm,1,0
786,llm,1,0
787,rule,1,0
788,rule,1,0
789,rule,1,0
790,rule,1,0
791,llm,1,0
792,llm,1,0
793,rule,1,1
794,rule,1,1
795,hybrid,1,0
796,llm,1,0
797,llm,1,0
798,rule,1,0
799,llm,1,0
800,rule,1,0
801,llm,1,0
802,hybrid,1,0
803,rule,1,0
804,llm,1,0
805,rule,1,0
806,rule,1,0
807,llm,1,0
808,rule,1,0
809,rule,1,0
810,rule,1,0
811,rule,1,0
812,hybrid,1,0
813,llm,1,0
814,rule,1,0
815,llm,1,0
816,rule,1,0
817,rule,1,0
818,rule,1,0
819,rule,1,0
820,rule,1,0
821,rule,1,0
822,llm,1,0
823,rule,1,1
824,rule,1,0
825,llm,1,0
826,hybrid,1,0
827,rule,1,0
828,rule,1,0
829,llm,1,0
830,rule,1,0
831,rule,1,1
832,rule,1,0
833,rule,1,0
834,rule,1,0
835,hybrid,1,0
836,rule,1,0
837,llm,1,0
838,rule,1,0
839,rule,1,0
840,rule,1,0
841,hybrid,1,0
842,llm,1,0
843,rule,1,0
844,llm,1,0
845,llm,1,0
846,hybrid,1,0
847,rule,1,0
848,rule,1,0
849,rule,1,0
850,rule,1,0
851,rule,1,0
852,rule,1,0
853,rule,1,0
854,rule,1,0
855,rule,1,0
856,rule,1,0
857,llm,1,0
858,llm,1,0
859,rule,1,0
860,hybrid,1,0
861,rule,1,0
862,hybrid,1,0
863,rule,1,0
864,rule,1,0
865,rule,1,0
866,rule,1,0
867,rule,1,1
868,hybrid,1,0
869,rule,1,0
870,rule,1,0
871,hybrid,1,0
872,rule,1,0
873,rule,1,0
874,rule,1,0
875,rule,1,0
876,rule,1,0
877,rule,1,0
878,rule,1,0
879,rule,1,0
880,rule,1,0
881,rule,1,0
882,hybrid,1,0
883,rule,1,0
884,llm,1,0
885,rule,1,1
886,rule,1,0
887,rule,1,0
888,hybrid,1,0
889,hybrid,1,0
890,rule,1,0
891,rule,1,0
892,rule,1,0
893,rule,1,0
894,rule,1,1
895,rule,1,0
896,rule,1,0
897,rule,1,1
898,hybrid,1,0
899,rule,1,0
900,rule,1,0
901,rule,1,0
902,rule,1,1
903,llm,1,0
904,rule,1,0
905,rule,1,0
906,llm,1,0
907,rule,1,0
908,rule,1,0
909,rule,1,1
910,llm,1,0
911,rule,1,0
912,rule,1,0
913,llm,1,0
914,rule,1,0
915,llm,1,0
916,hybrid,1,0
917,rule,1,0
918,hybrid,1,0
919,hybrid,1,0
920,llm,1,0
921,rule,1,0
922,llm,1,0
923,rule,1,0
924,rule,1,0
925,llm,1,0
926,rule,1,0
927,rule,1,0
928,rule,1,0
929,rule,1,0
930,hybrid,1,0
931,rule,1,0
932,rule,1,0
933,rule,1,0
934,rule,1,0
935,rule,1,1
936,hybrid,1,0
937,llm,1,0
938,llm,1,0
939,rule,1,0
940,rule,1,0
941,llm,1,0
942,hybrid,1,0
943,rule,1,1
944,rule,1,0
945,rule,1,0
946,rule,1,1
947,llm,1,0
948,llm,1,0
949,rule,1,0
950,rule,1,0
951,rule,1,0
952,rule,1,0
953,hybrid,1,0
954,rule,1,0
955,rule,1,0
956,rule,1,0
957,rule,1,0
958,rule,1,0
959,hybrid,1,0
960,rule,1,0
961,hybrid,1,0
962,rule,1,0
963,rule,1,0
964,rule,1,0
965,rule,1,0
966,llm,1,0
967,rule,1,0
968,rule,1,0
969,llm,1,0
970,rule,1,0
971,rule,1,0
972,rule,1,0
973,llm,1,0
974,rule,1,0
975,hybrid,1,0
976,rule,1,0
977,rule,1,1
978,rule,1,0
979,rule,1,0
980,rule,1,0
981,rule,1,0
982,rule,1,0
983,llm,1,0
984,rule,1,0
985,rule,1,0
986,rule,1,0
987,rule,1,0
988,llm,1,0
989,rule,1,0
990,rule,1,0
991,rule,1,0
992,rule,1,0
993,rule,1,0
994,rule,1,0
995,rule,1,1
996,rule,1,0
997,rule,1,0
998,rule,1,0
999,rule,1,0
1000,llm,1,0
1001,rule,1,0
1002,hybrid,1,0
1003,rule,1,0
1004,rule,1,0
1005,rule,1,0
1006,llm,1,0
1007,llm,1,0
1008,llm,1,0
1009,hybrid,1,0
1010,rule,1,0
1011,rule,1,0
1012,rule,1,0
1013,hybrid,1,0
1014,llm,1,0
1015,rule,1,0
1016,rule,1,0
1017,rule,1,0
1018,hybrid,1,0
1019,rule,1,0
1020,rule,1,0
1021,rule,1,0
1022,rule,1,0
1023,rule,1,0
1024,rule,1,0
1025,rule,1,0
1026,hybrid,1,0
1027,rule,1,0
1028,rule,1,0
1029,llm,1,0
1030,rule,1,0
1031,rule,1,0
1032,rule,1,1
1033,rule,1,0
1034,rule,1,0
1035,rule,1,0
1036,rule,1,0
1037,llm,1,0
1038,rule,1,0
1039,rule,1,0
1040,rule,1,0
1041,rule,1,0
1042,rule,1,0
1043,hybrid,1,0
1044,hybrid,1,0
1045,rule,1,0
1046,llm,1,0
1047,llm,1,0
1048,rule,1,0
1049,rule,1,0
1050,rule,1,0
1051,rule,1,0
1052,rule,1,0
1053,rule,1,0
1054,rule,1,0
1055,rule,1,0
1056,llm,1,0
1057,llm,1,0
1058,rule,1,0
1059,rule,1,0
1060,rule,1,0
1061,rule,1,0
1062,llm,1,0
1063,rule,1,0
1064,llm,1,0
1065,rule,1,0
1066,rule,1,0
1067,rule,1,0
1068,rule,1,0
1069,rule,1,0
1070,rule,1,0
1071,rule,1,0
1072,rule,1,0
1073,llm,1,0
1074,rule,1,0
1075,llm,1,0
1076,llm,1,0
1077,rule,1,0
1078,rule,1,0
1079,hybrid,1,0
1080,rule,1,0
1081,rule,1,0
1082,rule,1,0
1083,rule,1,1
1084,rule,1,0
1085,rule,1,0
1086,rule,1,0
1087,rule,1,0
1088,rule,1,0
1089,rule,1,0
1090,rule,1,0
1091,rule,1,0
1092,llm,1,0
1093,rule,1,0
1094,rule,1,0
1095,rule,1,0
1096,rule,1,0
1097,llm,1,0
1098,rule,1,0
1099,llm,1,0
1100,rule,1,0
1101,rule,1,0
1102,rule,1,0
1103,llm,1,0
1104,llm,1,0
1105,rule,1,0
1106,rule,1,0
1107,rule,1,0
1108,llm,1,0
1109,llm,1,0
1110,rule,1,0
1111,llm,1,0
1112,llm,1,0
1113,rule,1,0
1114,hybrid,1,0
1115,rule,1,1
1116,rule,1,0
1117,rule,1,0
1118,llm,1,0
1119,rule,1,0
1120,llm,1,0
1121,rule,1,0
1122,rule,1,0
1123,llm,1,0
1124,rule,1,0
1125,hybrid,1,0
1126,llm,1,0
1127,rule,1,0
1128,hybrid,1,0
1129,llm,1,0
1130,rule,1,0
1131,rule,1,0
1132,rule,1,0
1133,rule,1,0
1134,llm,1,0
1135,llm,1,0
1136,rule,1,0
1137,rule,1,0
1138,rule,1,0
1139,rule,1,0
1140,rule,1,0
1141,rule,1,0
1142,rule,1,0
1143,rule,1,0
1144,llm,1,0
1145,rule,1,0
1146,rule,1,0
1147,llm,1,0
1148,hybrid,1,0
1149,rule,1,0
1150,rule,1,0
1151,rule,1,0
1152,rule,1,0
1153,rule,1,0
1154,rule,1,0
1155,llm,1,0
1156,hybrid,1,0
1157,rule,1,0
1158,rule,1,0
1159,rule,1,0
1160,rule,1,0
1161,rule,1,1
1162,rule,1,0
1163,llm,1,0
1164,hybrid,1,0
1165,rule,1,0
1166,llm,1,0
1167,rule,1,0
1168,rule,1,0
1169,rule,1,0
1170,hybrid,1,0
1171,rule,1,0
1172,rule,1,0
1173,hybrid,1,0
1174,rule,1,0
1175,rule,1,0
1176,llm,1,0
1177,rule,1,0
1178,rule,1,0
1179,rule,1,0
1180,llm,1,0
1181,llm,1,0
1182,rule,1,0
1183,rule,1,0
1184,rule,1,0
1185,rule,1,0
1186,llm,1,0
1187,rule,1,1
1188,rule,1,0
1189,rule,1,0
1190,llm,1,0
1191,rule,1,0
1192,rule,1,0
1193,rule,1,0
1194,rule,1,0
1195,rule,1,0
1196,rule,1,0
1197,llm,1,0
1198,rule,1,0
1199,rule,1,0
1200,rule,1,0
1201,llm,1,0
1202,rule,1,0
1203,rule,1,0
1204,rule,1,0
1205,rule,1,0
1206,rule,1,0
1207,rule,1,0
1208,rule,1,0
1209,rule,1,0
1210,rule,1,0
1211,rule,1,0
1212,rule,1,0
1213,hybrid,1,0
1214,rule,1,0
1215,rule,1,0
1216,rule,1,0
1217,rule,1,0
1218,rule,1,0
1219,rule,1,0
1220,rule,1,0
1221,rule,1,0
1222,rule,1,0
1223,rule,1,0
1224,llm,1,0
1225,rule,1,0
1226,rule,1,0
1227,rule,1,0
1228,rule,1,0
1229,rule,1,0
1230,rule,1,0
1231,rule,1,0
1232,hybrid,1,0
1233,rule,1,0
1234,rule,1,0
1235,rule,1,0
1236,llm,1,0
1237,rule,1,0
1238,rule,1,0
1239,llm,1,0
1240,rule,1,0
1241,hybrid,1,0
1242,rule,1,0
1243,rule,1,0
1244,rule,1,0
1245,rule,1,0
1246,rule,1,0
1247,rule,1,0
1248,rule,1,0
1249,rule,1,0
1250,rule,1,0
1251,rule,1,0
1252,rule,1,0
1253,rule,1,0
1254,hybrid,1,0
1255,llm,1,0
1256,hybrid,1,0
1257,llm,1,0
1258,llm,1,0
1259,rule,1,0
1260,llm,1,0
1261,rule,1,0
1262,rule,1,0
1263,hybrid,1,0
1264,rule,1,1
1265,rule,1,0
1266,rule,1,0
1267,rule,1,0
1268,rule,1,0
1269,rule,1,0
1270,rule,1,0
1271,rule,1,0
1272,rule,1,0
1273,rule,1,0
1274,rule,1,0
1275,rule,1,0
1276,rule,1,0
1277,rule,1,0
1278,hybrid,1,0
1279,rule,1,0
1280,rule,1,0
1281,llm,1,0
1282,rule,1,0
1283,hybrid,1,0
1284,rule,1,0
1285,rule,1,0
1286,rule,1,0
1287,rule,1,0
1288,llm,1,0
1289,rule,1,1
1290,rule,1,0
1291,rule,1,0
1292,hybrid,1,0
1293,rule,1,0
1294,rule,1,0
1295,rule,1,0
1296,rule,1,0
1297,rule,1,0
1298,rule,1,0
1299,rule,1,0
1300,llm,1,0
1301,rule,1,1
1302,rule,1,0
1303,rule,1,0
1304,llm,1,0
1305,rule,1,0
1306,rule,1,0
1307,rule,1,0
1308,llm,1,0
1309,llm,1,0
1310,rule,1,0
1311,rule,1,0
1312,hybrid,1,0
1313,rule,1,0
1314,rule,1,0
1315,rule,1,0
1316,rule,1,0
1317,rule,1,0
1318,rule,1,0
1319,llm,1,0
1320,hybrid,1,0
1321,rule,1,0
1322,rule,1,0
1323,rule,1,0
1324,rule,1,0
1325,hybrid,1,0
1326,rule,1,1
1327,rule,1,0
1328,rule,1,0
1329,llm,1,0
1330,hybrid,1,0
1331,hybrid,1,0
1332,llm,1,0
1333,rule,1,0
1334,rule,1,0
1335,rule,1,0
1336,rule,1,0
1337,rule,1,0
1338,llm,1,0
1339,rule,1,0
1340,rule,1,0
1341,rule,1,0
1342,rule,1,0
1343,llm,1,0
1344,rule,1,0
1345,rule,1,0
1346,rule,1,0
1347,rule,1,1
1348,hybrid,1,0
1349,rule,1,0
1350,llm,1,0
1351,rule,1,0
1352,rule,1,0
1353,rule,1,0
1354,rule,1,0
1355,hybrid,1,0
1356,rule,1,0
1357,rule,1,0
1358,rule,1,0
1359,llm,1,0
1360,rule,1,1
1361,rule,1,0
1362,rule,1,0
1363,llm,1,0
1364,rule,1,0
1365,rule,1,0
1366,rule,1,0
1367,rule,1,0
1368,llm,1,0
1369,rule,1,0
1370,rule,1,1
1371,rule,1,0
1372,rule,1,0
1373,hybrid,1,0
1374,rule,1,0
1375,hybrid,1,0
1376,rule,1,0
1377,rule,1,0
1378,rule,1,0
1379,llm,1,0
1380,rule,1,0
1381,rule,1,1
1382,rule,1,0
1383,rule,1,1
1384,hybrid,1,0
1385,rule,1,0
1386,rule,1,0
1387,rule,1,0
1388,rule,1,1
1389,rule,1,0
1390,rule,1,0
1391,llm,1,0
1392,rule,1,0
1393,rule,1,0
1394,rule,1,0
1395,rule,1,0
1396,rule,1,1
1397,llm,1,0
1398,llm,1,0
1399,rule,1,1
1400,rule,1,0
1401,hybrid,1,0
1402,rule,1,0
1403,rule,1,0
1404,rule,1,0
1405,llm,1,0
1406,rule,1,0
1407,rule,1,0
1408,rule,1,0
1409,rule,1,0
1410,rule,1,0
1411,rule,1,0
1412,rule,1,1
1413,rule,1,0
1414,rule,1,0
1415,llm,1,0
1416,llm,1,0
1417,rule,1,0
1418,llm,1,0
1419,hybrid,1,0
1420,rule,1,0
1421,rule,1,0
1422,rule,1,1
1423,rule,1,0
1424,llm,1,0
1425,rule,1,0
1426,rule,1,0
1427,rule,1,0
1428,rule,1,0
1429,rule,1,0
1430,llm,1,0
1431,rule,1,0
1432,rule,1,0
1433,rule,1,0
1434,rule,1,0
1435,rule,1,0
1436,rule,1,0
1437,hybrid,1,0
1438,rule,1,0
1439,llm,1,0
1440,rule,1,0
1441,rule,1,1
1442,rule,1,0
1443,llm,1,0
1444,rule,1,0
1445,llm,1,0
1446,rule,1,0
1447,rule,1,0
1448,rule,1,0
1449,llm,1,0
1450,rule,1,0
1451,rule,1,0
1452,rule,1,0
1453,rule,1,0
1454,rule,1,0
1455,llm,1,0
1456,rule,1,0
1457,rule,1,0
1458,llm,1,0
1459,rule,1,0
1460,rule,1,0
1461,rule,1,0
1462,rule,1,0
1463,rule,1,0
1464,llm,1,0
1465,rule,1,0
1466,rule,1,0
1467,rule,1,0
1468,rule,1,0
1469,rule,1,0
